62096, bits
97,000
105,0010
110,0011
195,01000
98,010010
112,010011
115,0101
99,01100
113,0110100
41,0110101000000
40,0110101000001
74,0110101000010
52,01101010000110
48,01101010000111
71,01101010001
89,0110101001
68,0110101010
84,0110101011
128,0110101100
226,0110101101
73,011010111000
55,011010111001
82,01101011101
166,0110101111
44,0110110
173,0110111
117,01110
116,01111
111,1000
109,100100
161,10010100
86,10010101000
58,10010101001
67,10010101010
81,10010101011
78,100101011
102,10010110
194,10010111
100,10011
104,1010000
118,1010001
46,101001
169,10101000
186,1010100100
79,10101001010
72,10101001011
76,101010011
103,1010101
10,101011
13,101100
121,1011010
83,101101100
50,10110110100
66,101101101010
107,101101101011
33,1011011011
65,10110111
108,10111
32,110
179,1110000
77,11100010
106,11100011
120,11100100
122,111001010
45,111001011
69,111001100
80,1110011010
177,11100110110
85,111001101110
51,111001101111
63,111001110
191,111001111
114,11101
101,1111
